"","waluta","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Uszkodzony","Typ","Liczba drzwi","Liczba miejsc","Kolor","Metalik","Zarejestrowany w Polsce","Stan","Per³owy","Kraj pochodzenia","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Serwisowany w ASO","VAT mar¿a","Mo¿liwoœæ finansowania","Faktura VAT","Bezwypadkowy","Leasing","Tuning","Pierwszy w³aœciciel","Generacja","Akryl (niemetalizowany)","Emisja CO2","Filtr cz¹stek sta³ych","Zarejestrowany jako zabytek","Gwarancja dealerska (w cenie)","Matowy","lub do (przebieg km)","VIN","Miesiêczna rata","Okres gwarancji producenta","Homologacja ciê¿arowa","Warranty if agreed with the buyer"
"1:914","PLN","9 900","Firmy","Osobowe","Audi","A2","1.4","2001","200 000 km","1 390 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","5","Zielony","Tak",NA,"U¿ywane",NA,"Belgia",NA,NA,"Tak","Tak","Tak",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:915","PLN","12 450","Osoby prywatnej","Osobowe","Audi","A4","1.8T","2001","283 000 km","1 781 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny",NA,"Tak","U¿ywane","Tak","Holandia","28/03/2001","LLB69718",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:916","PLN","11 900","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","240 000 km","1 896 cm3","Diesel","100 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Szary",NA,NA,"U¿ywane","Tak",NA,"23/05/2001","DEV778",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:917","PLN","5 200","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","359 000 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","3",NA,"Srebrny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:918","PLN","12 800","Firmy","Osobowe","Audi","A3",NA,"2001","216 321 km","1 800 cm3","Benzyna","150 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Kompakt","5","5","Bordowy","Tak",NA,"U¿ywane",NA,"Szwajcaria",NA,"BRAK","Tak","Tak","Tak",NA,NA,NA,NA,"Tak","8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:919","PLN","7 999","Firmy","Osobowe","Audi","A4","2.0 Multitronic","2001","258 000 km","1 984 cm3","Benzyna","130 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Szary","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:920","PLN","10 900","Firmy","Osobowe","Audi","A4",NA,"2001","264 000 km","2 000 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Niebieski","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:921","PLN","7 500","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","264 751 km","1 781 cm3","Benzyna","125 KM","Manualna","Na przednie ko³a",NA,"Coupe","5","5","Inny kolor","Tak","Tak","U¿ywane",NA,"Polska","14/02/2001","PK7636F",NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:922","PLN","12 500","Firmy","Osobowe","Audi","A4","Avant 1.9 TDI","2001","248 000 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Inny kolor","Tak","Tak","U¿ywane",NA,NA,"02/11/2001","NE70806","Tak","Tak",NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:923","PLN","5 300","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","363 000 km","1 896 cm3","Diesel","116 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Czarny",NA,NA,"U¿ywane",NA,NA,"29/05/2001","POT95HF",NA,NA,NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:924","PLN","5 699","Firmy","Osobowe","Audi","A2","1.4 TDI","2001","280 000 km","1 422 cm3","Diesel","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:925","PLN","7 900","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","208 644 km","1 595 cm3","Benzyna","102 KM","Manualna",NA,NA,"Auta miejskie","3","5","Inny kolor",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:926","PLN","13 900","Firmy","Osobowe","Audi","A4","2.0","2001","199 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Niebieski","Tak",NA,"U¿ywane",NA,"Niemcy","15/10/2001",NA,"Tak","Tak",NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,"233 g/km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:927","PLN","12 900","Firmy","Osobowe","Audi","A3",NA,"2001","163 000 km","1 781 cm3","Benzyna","150 KM","Automatyczna","Na przednie ko³a",NA,"Kompakt","3","5","Czarny","Tak",NA,"U¿ywane",NA,"Szwajcaria",NA,NA,"Tak",NA,NA,"Tak",NA,NA,NA,"Tak","8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:928","PLN","7 599","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","340 000 km","2 500 cm3","Diesel","150 KM","Automatyczna",NA,NA,"Kombi","5",NA,"Srebrny",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:929","PLN","13 900","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","281 300 km","2 734 cm3","Benzyna","250 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi","5",NA,"Szary",NA,NA,"U¿ywane",NA,"Polska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:930","PLN","8 400","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","247 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Czarny",NA,NA,"U¿ywane",NA,"Niemcy","09/11/2001","EZG66534",NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:931","PLN","10 900","Firmy","Osobowe","Audi","A4","2.0","2001","220 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Inny kolor","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:932","PLN","10 200","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","239 000 km","2 771 cm3","Benzyna","193 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,"20/01/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,"239 000 km",NA,NA,NA,NA,NA
"1:933","PLN","14 200","Osoby prywatnej","Osobowe","Audi","A8","4.2 Quattro","2001","305 000 km","4 172 cm3","Benzyna+LPG","334 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan","4","5","Niebieski","Tak","Tak","U¿ywane",NA,NA,"19/01/2015","LBI46753",NA,NA,NA,NA,NA,NA,NA,NA,"D2 (1994-2002)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:934","PLN","8 800","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","550 000 km","1 896 cm3","Diesel","116 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Czarny",NA,"Tak","U¿ywane",NA,NA,NA,"PO2GM46",NA,NA,NA,NA,"Tak",NA,"Tak",NA,"C5 (1997-2004)","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:935","PLN","10 400","Firmy","Osobowe","Audi","A4",NA,"2001","214 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny","Tak",NA,"U¿ywane",NA,"Niemcy","30/03/2001",NA,"Tak","Tak","Tak","Tak",NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:936","PLN","11 300","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","196 025 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Niebieski",NA,"Tak","U¿ywane",NA,NA,"08/05/2001","TJE50643",NA,"Tak",NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:937","PLN","7 400","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","252 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Szary","Tak",NA,"U¿ywane",NA,NA,"30/05/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:938","PLN","9 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.4 Multitronic","2001","200 000 km","2 393 cm3","Benzyna","170 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:939","PLN","7 900","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","351 365 km","1 900 cm3","Diesel","115 KM","Manualna","Na przednie ko³a",NA,"Kombi","5",NA,"Inny kolor",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:940","PLN","7 000","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","356 000 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:941","PLN","15 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 3.0 Quattro Tiptr","2001","212 000 km","2 976 cm3","Benzyna","220 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Kombi","5","5","Niebieski","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak","Tak",NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:942","PLN","12 500","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","304 000 km","2 671 cm3","Benzyna+LPG","250 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi","5","5","Czarny","Tak","Tak","U¿ywane",NA,"Szwajcaria","12/10/2001","WSI14076",NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:943","PLN","28 990","Osoby prywatnej","Osobowe","Audi","S6",NA,"2001","374 021 km","4 172 cm3","Benzyna+LPG","340 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Sedan","5","5","Czarny",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:944","PLN","10 400","Firmy","Osobowe","Audi","A4",NA,"2001","236 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny","Tak","Tak","U¿ywane",NA,"Niemcy",NA,NA,"Tak","Tak","Tak",NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:945","PLN","12 500","Osoby prywatnej","Osobowe","Audi","A2","1.4","2001","200 900 km","1 390 cm3","Benzyna+LPG","75 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","4","Czarny",NA,"Tak","U¿ywane",NA,NA,NA,"GCH72700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:946","PLN","9 900","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","289 000 km","1 984 cm3","Benzyna+LPG","130 KM","Manualna","Na przednie ko³a",NA,"Kombi","4",NA,"Szary","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak","B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:947","PLN","8 900","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","201 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak","Tak",NA,NA,"Tak",NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:948","PLN","11 800","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.9 TDI","2001","293 000 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,"DWY 340",NA,"Tak",NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:949","PLN","14 400","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0 Multitronic","2001","117 000 km","1 984 cm3","Benzyna","130 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","5","5","Niebieski",NA,"Tak","U¿ywane",NA,"Niemcy","13/06/2001","GKA68517","Tak",NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:950","PLN","7 400","Osoby prywatnej","Osobowe","Audi","A2","1.4","2001","180 000 km","1 390 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5",NA,"Czarny",NA,NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:951","PLN","12 950","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.9 TDI","2001","235 000 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Szary","Tak",NA,"U¿ywane",NA,"W³ochy",NA,NA,"Tak","Tak",NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:952","PLN","9 000","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","230 000 km","1 800 cm3","Benzyna","180 KM","Manualna",NA,NA,"Auta miejskie","5","5","Czarny",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:953","PLN","11 000","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","270 247 km","1 984 cm3","Benzyna+LPG","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Szary","Tak","Tak","U¿ywane","Tak",NA,NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,"Tak","B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:954","PLN","6 500","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","376 139 km","1 896 cm3","Diesel","110 KM","Automatyczna",NA,NA,"Kombi","5",NA,"Srebrny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:955","PLN","6 999","Firmy","Osobowe","Audi","A2","1.4 TDI","2001","294 000 km","1 422 cm3","Diesel","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","5","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:956","PLN","9 000","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","293 532 km","1 984 cm3","Benzyna+LPG","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Inny kolor","Tak","Tak","U¿ywane",NA,"Polska","05/10/2012",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:957","PLN","8 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0 Multitronic","2001","260 000 km","1 984 cm3","Benzyna","130 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny",NA,NA,"U¿ywane",NA,NA,"14/12/2020","DSR60013",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:958","PLN","11 500","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","322 450 km","1 781 cm3","Benzyna+LPG","150 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Kompakt","5","5","Niebieski","Tak","Tak","U¿ywane",NA,"Niemcy","26/09/2001","KOS 0568E",NA,NA,NA,NA,NA,NA,"Tak",NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:959","PLN","11 000","Osoby prywatnej","Osobowe","Audi","A4","2.5 TDI Quattro","2001","292 000 km","2 496 cm3","Diesel","180 KM","Manualna","4x4 (sta³y)",NA,"Sedan","4","5","Czarny","Tak",NA,"U¿ywane",NA,"Niemcy","10/09/2001","RT51187",NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:960","PLN","13 900","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","169 987 km","2 393 cm3","Benzyna","170 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Sedan","4","5","Srebrny","Tak",NA,"U¿ywane",NA,"Szwajcaria",NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:961","PLN","6 400","Osoby prywatnej","Osobowe","Audi","A4","2.0 Multitronic","2001","347 000 km","1 984 cm3","Benzyna","130 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Niebieski",NA,NA,"U¿ywane",NA,NA,"02/04/2001","ZS7559S",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:962","PLN","11 500","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","336 000 km","1 896 cm3","Diesel","130 KM","Manualna",NA,NA,"Sedan","5","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,NA,"WPY 32436",NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:963","PLN","9 700","Osoby prywatnej","Osobowe","Audi","A3","1.6 Attraction","2001","180 120 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Fioletowy","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,"Tak",NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:964","PLN","9 900","Firmy","Osobowe","Audi","A4","Avant 2.0 Multitronic","2001","350 000 km","1 984 cm3","Benzyna+LPG","130 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","5","5","Szary","Tak","Tak","U¿ywane",NA,NA,"26/04/2001","SZ5387M",NA,"Tak",NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:965","PLN","10 999","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","197 000 km","1 800 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Bordowy","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak",NA,"Tak",NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:966","PLN","11 500","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","277 150 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czarny",NA,"Tak","U¿ywane",NA,NA,"20/04/2001",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:967","PLN","12 300","Firmy","Osobowe","Audi","A2","1.4","2001","162 200 km","1 390 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","4","Srebrny",NA,"Tak","U¿ywane",NA,"Niemcy",NA,NA,"Tak","Tak",NA,NA,"Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:968","PLN","11 400","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","297 000 km","1 984 cm3","Benzyna+LPG","130 KM","Manualna",NA,NA,"Sedan","4",NA,"Srebrny",NA,"Tak","U¿ywane",NA,NA,"09/02/2001","PKN42926",NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:969","PLN","7 800","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","200 759 km","1 595 cm3","Benzyna","102 KM","Manualna",NA,NA,"Kompakt","3",NA,"Z³oty",NA,NA,"U¿ywane",NA,NA,"23/04/2019","DB9455G",NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:970","PLN","5 800","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","270 715 km","1 600 cm3","Benzyna","102 KM","Manualna",NA,NA,"Auta ma³e","2",NA,"Inny kolor","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:971","PLN","12 400","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","348 000 km","1 896 cm3","Diesel","100 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Bia³y",NA,"Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:972","PLN","6 300","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","260 000 km","1 600 cm3","Benzyna+LPG","102 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","3","5","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:973","PLN","5 900","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","225 600 km","1 781 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Z³oty","Tak","Tak","U¿ywane",NA,"Niemcy","22/05/2001","DL 1804E",NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:974","PLN","10 900","Firmy","Osobowe","Audi","A4","2.0","2001","220 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny","Tak",NA,"U¿ywane","Tak","Niemcy",NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:975","PLN","12 500","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","273 000 km","1 800 cm3","Benzyna+LPG","150 KM","Manualna",NA,NA,"Kombi",NA,NA,"Inny kolor",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:976","PLN","4 900","Firmy","Osobowe","Audi","A4","2.0","2001","260 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,"Tak","B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:977","PLN","8 600","Osoby prywatnej","Osobowe","Audi","A2",NA,"2001","190 000 km","1 390 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Srebrny","Tak","Tak","U¿ywane",NA,"Polska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:978","PLN","6 850","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","275 000 km","1 986 cm3","Diesel","96 KM","Manualna","Na przednie ko³a",NA,"Kombi","5",NA,"Srebrny",NA,NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
